cordero	lamb	(cl:subst;)/
corporación	corporation	(cl:subst;fem;)/
corrección	correction	(cl:subst;fem;)/
correcto	right	(cl:adj;)/		correct	(cl:adj;)/
corregir	correct	(cl:vb;)/
correo	mail	(cl:subst;masc;)/
correr	run	(cl:vb;)/		run	(cl:vb;)/
corriente	current	(cl:subst;fem;)/
cortar	cut	(cl:vb;)/
corte	cut	(cl:subst;masc;)/
corto	short	(cl:adj;)/
cosa	thing	(cl:subst;)/		stuff	(cl:subst;)/
cosecha	harvest	(cl:subst;fem;)/
cosechar	harvest	(cl:vb;)/
costa	coast	(cl:subst;fem;)/
costo	cost	(cl:subst;masc;)/
costumbre	custom	(cl:subst;masc;)/
creación	creation	(cl:subst;fem;)/
crear	create	(cl:vb;)/
crecer	grow	(cl:vb;)/
creer	believe	(cl:vb;)/
crema	cream	(cl:subst;)/
criada	maid	(cl:subst;fem;)/
criador	breeder	(cl:subst;)/
criar	breed	(cl:vb;)/
cristiano	christian	(cl:adj;)/		christian	(cl:subst;)/
cronometrar	time	(cl:vb;)/
crudo	raw	(cl:adj;)/
cruz	cross	(cl:subst;fem;)/
crédito	credit	(cl:subst;masc;)/
cuadrado	square	(cl:subst;masc;)/		square	(cl:adj;)/
cuando	when	(cl:adv;)/		when	(cl:adv;)/(cl:conj;)
cuantía	amount	(cl:subst;fem;)/
cuarenta	forty	(cl:num)/(cl:num)
cuarto	room	(cl:subst;masc;)/		fourth	(cl:num;)/		quarter	(cl:subst;masc;)/(cl:num;)
cuarto de baño	bathroom	(cl:subst;)/
cuatro	four	(cl:num)/(cl:num)
cubierta	cover	(cl:subst;fem;)/		cover	(cl:subst;fem;)/		deck	(cl:subst;fem;)/
cubrir	cover	(cl:vb;)/
cucaracha	cockroach	(cl:subst;fem;)/
cuchara	spoon	(cl:subst;fem;)/
cuchillo	knife	(cl:subst;masc;)/
cuchito	kitten	(cl:subst;)/		kitty	(cl:subst;)/
cuello	collar	(cl:subst;masc;)/		neck	(cl:subst;masc;)/
cuenco	bowl	(cl:subst;masc;)/
cuenta	account	(cl:subst;fem;)/		bill	(cl:subst;fem;)/		bill	(cl:subst;fem;)/
cuerda	cord	(cl:subst;fem;)/		rope	(cl:subst;fem;)/
cuerno	horn	(cl:subst;masc;)/
cuero	leather	(cl:subst;masc;)/
cuerpo	body	(cl:subst;masc;)/
cuervo	raven	(cl:subst;masc;)/
cuestión	question	(cl:subst;fem;)/
cuidado	care	(cl:subst;masc;)/
cuidadosamente	carefully	(cl:adv;)/
culpa	fault	(cl:subst;fem;)/
cultivar	cultivate	(cl:vb;)/
cultura	culture	(cl:subst;fem;)/
cumbre	summit	(cl:subst;)/
cumpleaños	birthday	(cl:subst;)/
curso	course	(cl:subst;)/		course	(cl:subst;)/
custar	cost	(cl:vb;)/
cuál	which	(cl:pron;sing;)/(sing;)
cuánto	how much	(cl:adv;)/
cáncer	cancer	(cl:subst;masc;)/
cárcel	jail	(cl:subst;)/
célula	cell	(cl:subst;)/
círculo	circle	(cl:subst;masc;)/
código	code	(cl:subst;masc;)/
cómodo	comfortable	(cl:adj;)/
dados	dice	(cl:subst;plu;)/(plu;)
danza	dance	(cl:subst;fem;)/
dar	give	(cl:vb;)/
dasarollo	development	(cl:subst;masc;)/
datos	data	(cl:subst;plu;)/(plu;)
daño	damage	(cl:subst;masc;)/
de	of	(cl:prep;)/		from	(cl:prep;)/
de repente	suddenly	(cl:adv;)/
debajo	under	(cl:adv;)/
debajo de	below	(cl:prep;)/		under	(cl:prep;)/
deber	should	(cl:vb;)/		must	(cl:vb;)/		shall	(cl:vb;)/
decir	say	(cl:vb;)/		tell	(cl:vb;)/		tell	(cl:vb;)/
declaración	statement	(cl:subst;fem;)/
declarar	state	(cl:vb;)/		declare	(cl:vb;)/
dedo	finger	(cl:subst;masc;)/		toe	(cl:subst;~ de pie;)/
defensa	defense	(cl:subst;fem;)/
definir	define	(cl:vb;)/
dejar	leave	(cl:vb;)/		let	(cl:vb;)/		release	(cl:vb;)/
del oeste	western	(cl:adj;)/
demanda	demand	(cl:subst;fem;)/
demasiado	too	(cl:adv;)/		too	(cl:adv;)/
democrático	democratic	(cl:adj;)/
demostración	show	(cl:subst;fem;)/
dentro	in	(cl:adv;)/		inside	(cl:adv;)/
dentro de	within	(cl:adv;)/		in	(cl:prep;)/
departamento	department	(cl:subst;)/		department	(cl:subst;)/
depender	depend	(cl:vb;)/
dependiente	dependent	(cl:adj;)/
deporte	sport	(cl:subst;)/
depositar	deposit	(cl:vb;)/
deprisa	quickly	(cl:adv;)/
depósito	deposit	(cl:subst;masc;)/
derecho	right	(cl:subst;)/
derramar	shed	(cl:vb;)/		pour	(cl:vb;)/
desafortunadamente	unfortunately	(cl:adv;)/
desarrollar	develop	(cl:vb;)/
desayuno	breakfast	(cl:subst;masc;)/
descansar	rest	(cl:vb;)/
descanso	rest	(cl:subst;masc;)/
describir	describe	(cl:vb;)/
descripción	description	(cl:subst;fem;)/
descubrir	discover	(cl:vb;)/		find out	(cl:vb;)/
desde	since	(cl:prep/adv/conj;)/
desear	wish	(cl:vb;)/
desembarcar	land	(cl:vb;)/
deseo	wish	(cl:subst;masc;)/
desierto	desert	(cl:subst;masc;)/
desorden	disorder	(cl:subst;fem;)/
despacio	slow	(cl:adj;)/
despedir	fire	(cl:vb;)/
despertar	wake	(cl:vb;)/
después	after	(cl:prep;)/		after	(cl:adv;)/		beyond	(cl:adv;)/
destinar	appropriate	(cl:vb;)/
destino	destiny	(cl:subst;masc;)/
destrucción	destruction	(cl:subst;fem;)/
