conservative	conservador	(cl:adj;)/		conservador	(cl:subst;)/
consider	considerar	(cl:vb;)/
consist	consistir	(cl:vb;)/
constantly	constantemente	(cl:adv;)/
constitution	constituição	(cl:subst;)/(fem;)
constitutional	constitucional	(cl:adj;)/
construction	construção	(cl:subst;)/(fem;)
consulate	consulado	(cl:subst;)/(masc;)
consult	consultar	(cl:vb;)/
consultation	consulta	(cl:subst;)/(fem;)
consumer	consumidor	(cl:subst;)/
contact	contato	(cl:subst;)/(masc;)
contain	conter	(cl:vb;)/
container	recipiente	(cl:subst;)/(masc;)
continue	continuar	(cl:vb;)/
contract	contrato	(cl:subst;)/(masc;)		contratar	(cl:vb;)/
contribution	contribuição	(cl:subst;)/(fem;)
control	controlar	(cl:vb;)/		controle	(cl:subst;)/(masc;)
convenient	conveniente	(cl:adj;)/
convention	convenção	(cl:subst;)/(fem;)
conversation	conversa	(cl:subst;)/(fem;)
cook	cozinhar	(cl:vb;)/
cool	fresco	(cl:adj;)/
copper	cobre	(cl:subst;)/(masc;)
copy	cópia	(cl:subst;)/(fem;)		copiar	(cl:vb;)/
copyright	direito autoral	(cl:subst;)/
cord	corda	(cl:subst;)/(fem;)
corn	milho	(cl:subst;)/(masc;)
corner	esquina	(cl:subst;)/(fem;)		canto	(cl:subst;)/
corporation	corporação	(cl:subst;)/(fem;)
correct	corrigir	(cl:vb;)/		correto	(cl:adj;)/
correction	correção	(cl:subst;)/(fem;)
cost	custar	(cl:vb;)/		custo	(cl:subst;)/(masc;)
costless	gratuito	(cl:adj;)/
cotton	algodão	(cl:subst;)/(masc;)
council	conselho	(cl:subst;)/(masc;)
count	contar	(cl:vb;)/		contar	(cl:vb;)/
counter	balcão	(cl:subst;)/(masc;)		opor	(cl:vb;)/		oposto	(cl:adj;)/
country	país	(cl:subst;)/		região	(cl:subst;)/(fem;)		rural	(cl:adj;)/
couple	par	(cl:subst;)/
course	prato	(cl:subst;)/(masc;)		curso	(cl:subst;)/		curso	(cl:subst;)/
court	tribunal	(cl:subst;)/(masc;)
cousin	prima	(cl:subst;)/		primo	(cl:subst;)/
cover	cobrir	(cl:vb;)/		coberta	(cl:subst;)/(fem;)		cobertura	(cl:subst;)/
cow	vaca	(cl:subst;)/(fem;)
craft	ofício	(cl:subst;)/(masc;)
crazy	louco	(cl:subst;)/(masc;)
cream	creme	(cl:subst;)/(masc;)
create	criar	(cl:vb;)/
creation	criação	(cl:subst;)/(fem;)
credit	crédito	(cl:subst;)/(masc;)		creditar	(cl:vb;)/
creek	riacho	(cl:subst;)/(masc;)
criteria	critério	(cl:subst;plu;)/(plu;)
cross	cruzar	(cl:vb;)/		atravessar	(cl:vb;)/		cruz	(cl:subst;)/(fem;)
cultivate	cultivar	(cl:vb;)/
culture	cultura	(cl:subst;)/(fem;)
cup	xícara	(cl:subst;)/(fem;)
cupboard	armário	(cl:subst;)/(masc;)
currency	moeda corrente	(cl:subst;)/(fem;)
current	atual	(cl:adj;)/		corrente	(cl:subst;)/(fem;)
currently	atualmente	(cl:adv;)/
custom	costume	(cl:subst;)/(masc;)
customs	alfândega	(cl:subst;plu;)/(fem;)
cut	cortar	(cl:vb;)/		corte	(cl:subst;)/(masc;)
daily	diariamente	(cl:adv;)/		diário	(cl:adj;)/
damage	dano	(cl:subst;)/(masc;)		danificar	(cl:vb;)/
dance	dança	(cl:subst;)/(fem;)		dançar	(cl:vb;)/
danger	perigo	(cl:subst;)/(masc;)
dangerous	perigoso	(cl:adj;)/
dark	escuro	(cl:adj;)/
darkness	escuridão	(cl:subst;sing;)/(fem;sing;)
data	dados	(cl:subst;plu;)/(plu;)
date	data	(cl:subst;)/(fem;)
daughter	filha	(cl:subst;fem;)/(fem;)
day	dia	(cl:subst;)/(masc;)
dead	morto	(cl:adj;)/
deadline	prazo	(cl:subst;)/(masc;)
deal	lidar	(cl:vb;)/		trato	(cl:subst;)/
death	morte	(cl:subst;)/(fem;)
december	Dezembro	(cl:subst;sing;)/(sing;)
decide	decidir	(cl:vb;)/
deck	convés	(cl:subst;)/(masc;)
declare	declarar	(cl:vb;)/
decrease	diminuir	(cl:vb;)/		diminuição	(cl:subst;)/
deep	fundo	(cl:adj;)/		abismo	(cl:subst;)/(masc;)		profundo	(cl:adj;)/
deeply	profundamente	(cl:adv;)/
deer	cervo	(cl:subst;)/
defense	defesa	(cl:subst;)/(fem;)
define	definir	(cl:vb;)/
degree	grau	(cl:subst;)/(masc;)
delay	atraso	(cl:subst;)/(masc;)
delete	apagar	(cl:vb;)/
demand	demanda	(cl:subst;)/(fem;)		exigir	(cl:vb;)/
democratic	democrático	(cl:adj;)/
dense	denso	(cl:adj;)/
dental	dental	(cl:adj;)/
department	departamento	(cl:subst;)/		departamento	(cl:subst;)/
depend	depender	(cl:vb;)/
dependent	dependente	(cl:adj;)/
deployment	implementação	(cl:subst;)/
deposit	depósito	(cl:subst;)/(masc;)		depositar	(cl:vb;)/
describe	descrever	(cl:vb;)/
